pair,arm,setup,level,repeat,fold,n,n_pos,accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,roc_auc,pr_auc,log_loss,brier,mcc,kappa,tn,fp,fn,tp,precision_acousticguitar,recall_acousticguitar,f1_acousticguitar,precision_violin,recall_violin,f1_violin,n_train,n_test,precision_ambulance,recall_ambulance,f1_ambulance,precision_firetruck,recall_firetruck,f1_firetruck,precision_ant,recall_ant,f1_ant,precision_bee,recall_bee,f1_bee,precision_cucumber,recall_cucumber,f1_cucumber,precision_zucchini,recall_zucchini,f1_zucchini,precision_hotpot,recall_hotpot,f1_hotpot,precision_vase,recall_vase,f1_vase
acousticguitar_violin,caption,w03,caption,1,1,3350,1330,0.9826865671641791,0.9842309982877987,0.9800243086714211,0.9842309982877987,0.9820005661993793,0.9985656591974987,0.997858806947669,0.07514337501832753,0.016081222633287234,0.9642461307993362,0.9640054538313907,1973,47,11,1319,0.9944556451612904,0.9767326732673267,0.9855144855144855,0.9655929721815519,0.9917293233082707,0.978486646884273,13385,3350,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w03,image,1,1,670,266,0.9895522388059701,0.9906945581776223,0.9876767564668127,0.9906945581776223,0.9891236540811806,0.9996650040943944,0.9994984500466852,0.06969322897692855,0.012417581851727078,0.9783666604049397,0.9782485692289141,398,6,1,265,0.9974937343358395,0.9851485148514851,0.9912826899128269,0.977859778597786,0.9962406015037594,0.9869646182495344,13385,3350,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w03,caption,1,2,3345,1330,0.9778774289985053,0.9799763055280882,0.9745619484926542,0.9799763055280882,0.9770449667521572,0.9957167111326705,0.9956459425869392,0.0952865332373356,0.02065747398426806,0.9545228981679068,0.9540997407645037,1954,61,13,1317,0.9933909506863243,0.969727047146402,0.9814163736815671,0.9557329462989841,0.9902255639097745,0.9726735598227474,13390,3345,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w03,image,1,2,669,266,0.9880418535127056,0.988796432769268,0.9863826232247285,0.988796432769268,0.987549782260766,0.9964551577454803,0.9972389173117738,0.08929692572739624,0.015928116257551625,0.9751760686013705,0.9751004912907548,397,6,2,264,0.9949874686716792,0.9851116625310173,0.9900249376558603,0.9777777777777777,0.9924812030075187,0.9850746268656716,13390,3345,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w03,caption,1,3,3345,1330,0.9745889387144993,0.9775023787757234,0.970620998729008,0.9775023787757234,0.9736788290395395,0.997327188940092,0.9960277783258882,0.0912487367911649,0.02123337309685147,0.9480984050084844,0.9473769932010686,1941,74,11,1319,0.9943647540983607,0.9632754342431762,0.9785732291404083,0.9468772433596554,0.9917293233082707,0.9687844289386706,13390,3345,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w03,image,1,3,669,266,0.9850523168908819,0.9875930521091811,0.9818840579710144,0.9875930521091811,0.9844935007139016,0.9991417750331163,0.9986593728292982,0.08451247927652483,0.016526025413967818,0.9694603005566439,0.9689941881482718,393,10,0,266,1.0,0.9751861042183623,0.9874371859296482,0.9637681159420289,1.0,0.981549815498155,13390,3345,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w03,caption,1,4,3345,1330,0.976083707025411,0.9786152726729975,0.9724061883326814,0.9786152726729975,0.9752070342350463,0.9971253195022295,0.995639724904557,0.09173047899684586,0.0209030672791954,0.9510011916738229,0.9504284713963388,1947,68,12,1318,0.9938744257274119,0.9662531017369727,0.9798691494715652,0.950937950937951,0.9909774436090225,0.9705449189985272,13390,3345,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w03,image,1,4,669,266,0.9880418535127056,0.9894354372283065,0.9858729070973478,0.9894354372283065,0.9875650557620818,0.9988246049366591,0.9980191236285485,0.08525072959639036,0.016467791758026352,0.975301837838069,0.9751321915453168,396,7,1,265,0.9974811083123426,0.9826302729528535,0.99,0.9742647058823529,0.9962406015037594,0.9851301115241635,13390,3345,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w03,caption,2,0,3350,1330,0.9752238805970149,0.9777860492816199,0.9714544230484585,0.9777860492816199,0.974306518566994,0.9978180600014889,0.9967243797913709,0.09149861955670822,0.020972360478889625,0.9492193554804252,0.948628460257957,1950,70,13,1317,0.9933774834437086,0.9653465346534653,0.9791614361034396,0.9495313626532084,0.9902255639097745,0.9694516010305484,13385,3350,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w03,image,2,0,670,266,0.982089552238806,0.984506439365741,0.978803428235121,0.984506439365741,0.9814110923064118,0.9991997320032755,0.9987912193327934,0.08686891852798154,0.01741759019504663,0.9632929858984932,0.962830778334597,393,11,1,265,0.9974619289340102,0.9727722772277227,0.9849624060150376,0.9601449275362319,0.9962406015037594,0.977859778597786,13385,3350,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w03,caption,2,1,3350,1330,0.9752238805970149,0.9766303134072806,0.9721682130716607,0.9766303134072806,0.9742515278923878,0.9967860865033872,0.9958908708905756,0.09042342273182565,0.020328200940315812,0.9487880340250952,0.948510308123353,1959,61,22,1308,0.98889449772842,0.9698019801980198,0.9792551862034491,0.9554419284149014,0.9834586466165414,0.9692478695813265,13385,3350,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w03,image,2,1,670,266,0.9850746268656716,0.9856975359190054,0.983287037037037,0.9856975359190054,0.9844527363184079,0.9991997320032755,0.9988255546462953,0.08321047883512875,0.016436804822034946,0.968981574707148,0.9689066270651568,397,7,3,263,0.9925,0.9826732673267327,0.9875621890547264,0.9740740740740741,0.9887218045112782,0.9813432835820896,13385,3350,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w03,caption,2,2,3345,1330,0.9796711509715994,0.9815929401667942,0.9765774029098788,0.9815929401667942,0.9788961810122411,0.9951458049590478,0.9944095025005691,0.09063341990039894,0.01949737768673276,0.9581572160860105,0.9577999421154574,1959,56,12,1318,0.9939117199391172,0.9722084367245658,0.982940291018565,0.9592430858806404,0.9909774436090225,0.9748520710059172,13390,3345,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w03,image,2,2,669,266,0.9880418535127056,0.988796432769268,0.9863826232247285,0.988796432769268,0.987549782260766,0.9956715610365865,0.9957322890196301,0.08510954507647564,0.015351454624378431,0.9751760686013705,0.9751004912907548,397,6,2,264,0.9949874686716792,0.9851116625310173,0.9900249376558603,0.9777777777777777,0.9924812030075187,0.9850746268656716,13390,3345,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w03,caption,2,3,3345,1330,0.971898355754858,0.9747579245881453,0.9678200929957561,0.9747579245881453,0.9708952306055214,0.997129424056419,0.996137722835208,0.09192728681376312,0.021838229579999917,0.9425524843345294,0.9418125224381632,1936,79,15,1315,0.9923116350589442,0.9607940446650124,0.9762985375693394,0.9433285509325682,0.9887218045112782,0.9654919236417033,13390,3345,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w03,image,2,3,669,266,0.9835575485799701,0.9850743484020223,0.980991230991231,0.9850743484020223,0.9829123138617148,0.9989831899848878,0.9986109842279299,0.08360778561217119,0.016629296636019628,0.9660569506196993,0.965828515706624,394,9,2,264,0.9949494949494949,0.9776674937965261,0.986232790988736,0.967032967032967,0.9924812030075187,0.9795918367346939,13390,3345,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w03,caption,2,4,3345,1330,0.9796711509715994,0.9806983339241404,0.9771993999110979,0.9806983339241404,0.9788605947955391,0.9955532752476726,0.9953880890460453,0.08944836035442116,0.019519412792149998,0.9578913434975062,0.9577247256270386,1966,49,19,1311,0.9904282115869018,0.975682382133995,0.983,0.9639705882352941,0.9857142857142858,0.9747211895910781,13390,3345,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w03,image,2,4,669,266,0.9940209267563528,0.9937592119255956,0.9937592119255956,0.9937592119255956,0.9937592119255956,0.9963432153584955,0.9969408818965774,0.08285029467899031,0.014515245697905384,0.9875184238511913,0.9875184238511913,401,2,2,264,0.9950372208436724,0.9950372208436724,0.9950372208436724,0.9924812030075187,0.9924812030075187,0.9924812030075187,13390,3345,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w03,caption,3,0,3350,1330,0.9713432835820895,0.9749534727908881,0.9668447687453536,0.9749534727908881,0.9703471595234301,0.997031377949825,0.995397126840313,0.09691687054061389,0.023666931299587093,0.9417633336881718,0.9407258867156686,1934,86,10,1320,0.9948559670781894,0.9574257425742574,0.9757820383451059,0.9388335704125178,0.9924812030075187,0.9649122807017544,13385,3350,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w03,image,3,0,670,266,0.9791044776119403,0.9826732673267327,0.975,0.9826732673267327,0.9783633662726862,0.9991811211196306,0.9987553060911654,0.0883268623963388,0.01844958993420902,0.9576425261655792,0.9567462879276953,390,14,0,266,1.0,0.9653465346534653,0.982367758186398,0.95,1.0,0.9743589743589743,13385,3350,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w03,caption,3,1,3350,1330,0.977313432835821,0.9781061564803097,0.9748301009635005,0.9781061564803097,0.9763915099938281,0.997672150673714,0.9966910542022955,0.08761863627106899,0.019860488821646306,0.9529306261272468,0.9527864523451003,1968,52,24,1306,0.9879518072289156,0.9742574257425742,0.9810568295114656,0.9617083946980854,0.9819548872180451,0.9717261904761905,13385,3350,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w03,image,3,1,670,266,0.9895522388059701,0.9906945581776223,0.9876767564668127,0.9906945581776223,0.9891236540811806,0.9989484850740713,0.9984823985636212,0.08255681510305912,0.01573720137171973,0.9783666604049397,0.9782485692289141,398,6,1,265,0.9974937343358395,0.9851485148514851,0.9912826899128269,0.977859778597786,0.9962406015037594,0.9869646182495344,13385,3350,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w03,caption,3,2,3345,1330,0.9766816143497757,0.9783447452377843,0.9735725294389712,0.9783447452377843,0.9757869092102363,0.995232373738316,0.994681343771262,0.09260173409808316,0.020302747380255903,0.9519053124047535,0.9515817446605563,1955,60,18,1312,0.9908768373035985,0.9702233250620348,0.9804413239719157,0.956268221574344,0.9864661654135338,0.9711324944485566,13390,3345,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w03,image,3,2,669,266,0.9880418535127056,0.9881574283102297,0.9869309934119924,0.9881574283102297,0.9875342389177707,0.9958114890203175,0.9958619210570383,0.0862557502819602,0.015616999665532406,0.9750876504367053,0.975068710113197,398,5,3,263,0.9925187032418953,0.9875930521091811,0.9900497512437811,0.9813432835820896,0.9887218045112782,0.9850187265917603,13390,3345,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w03,caption,3,3,3345,1330,0.9811659192825112,0.9823224313886453,0.9787010262852267,0.9823224313886453,0.9804173451389604,0.9974503255657754,0.9968837028183269,0.08014655640402599,0.016960624962985997,0.9610166344161382,0.9608381874827523,1968,47,16,1314,0.9919354838709677,0.9766749379652605,0.9842460615153789,0.9654665686994857,0.98796992481203,0.9765886287625418,13390,3345,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w03,image,3,3,669,266,0.9895366218236173,0.9893981230993116,0.988778020012298,0.9893981230993116,0.9890855697854637,0.999608201645553,0.9994312363210588,0.0727777812844097,0.012750793749033337,0.9781759465581157,0.978171190446225,399,4,3,263,0.9925373134328358,0.9900744416873449,0.991304347826087,0.9850187265917603,0.9887218045112782,0.9868667917448405,13390,3345,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w03,caption,3,4,3345,1330,0.9757847533632287,0.9779837310397582,0.9722855349955978,0.9779837310397582,0.974882426356965,0.9951370361387339,0.995062255059834,0.09471601884318255,0.02101735133656997,0.9502521815461497,0.9497769625947782,1949,66,15,1315,0.9923625254582484,0.9672456575682382,0.9796431264136718,0.9522085445329471,0.9887218045112782,0.9701217263002582,13390,3345,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w03,image,3,4,669,266,0.9835575485799701,0.9850743484020223,0.980991230991231,0.9850743484020223,0.9829123138617148,0.9960447023265359,0.9967831600713813,0.08970109088502093,0.01746964990209598,0.9660569506196993,0.965828515706624,394,9,2,264,0.9949494949494949,0.9776674937965261,0.986232790988736,0.967032967032967,0.9924812030075187,0.9795918367346939,13390,3345,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w03,caption,4,0,3350,1330,0.9785074626865672,0.9799951611702524,0.975609063442326,0.9799951611702524,0.9776612805532001,0.9984249609171443,0.9976955088565084,0.08149864213883357,0.017575678468034667,0.9555941587536667,0.9553285352871235,1965,55,17,1313,0.991422805247225,0.9727722772277227,0.9820089955022488,0.9597953216374269,0.987218045112782,0.9733135656041513,13385,3350,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w03,image,4,0,670,266,0.991044776119403,0.9919321819399984,0.9894907407407407,0.9919321819399984,0.9906716417910448,0.9998231966053748,0.9997346487651952,0.07566850938137241,0.013179033417851843,0.9814198859448869,0.9813439762390941,399,5,1,265,0.9975,0.9876237623762376,0.9925373134328358,0.9814814814814815,0.9962406015037594,0.9888059701492538,13385,3350,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w03,caption,4,1,3350,1330,0.977313432835821,0.9791334772575002,0.9741173558686774,0.9791334772575002,0.9764372360526207,0.9980793568078612,0.9970699688902321,0.08778308403012895,0.019667750058798783,0.9532376353155411,0.9528829142269171,1960,60,16,1314,0.9919028340080972,0.9702970297029703,0.980980980980981,0.9563318777292577,0.98796992481203,0.9718934911242604,13385,3350,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w03,image,4,1,670,266,0.9865671641791045,0.9875772351671257,0.9845786051845481,0.9875772351671257,0.9860161266758036,0.9992927864214993,0.9989188001863255,0.08302478361307174,0.015642603358465436,0.9721512156799974,0.9720338747228896,397,7,2,264,0.9949874686716792,0.9826732673267327,0.9887920298879203,0.974169741697417,0.9924812030075187,0.9832402234636871,13385,3350,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w03,caption,4,2,3345,1330,0.9853512705530643,0.9860519785816899,0.983536100529568,0.9860519785816899,0.9847503691107541,0.9982835500662326,0.9976214076126433,0.0796818014463276,0.016015527499104495,0.9695848150173794,0.9695019895669843,1980,35,14,1316,0.9929789368104313,0.9826302729528535,0.9877775006235969,0.9740932642487047,0.9894736842105263,0.9817232375979112,13390,3345,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w03,image,4,2,669,266,0.9910313901345291,0.9906388178883935,0.9906388178883935,0.9906388178883935,0.9906388178883935,0.9997388010970354,0.9996035848498479,0.07428499379146848,0.012504330905593188,0.9812776357767868,0.9812776357767868,400,3,3,263,0.9925558312655087,0.9925558312655087,0.9925558312655087,0.9887218045112782,0.9887218045112782,0.9887218045112782,13390,3345,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w03,caption,4,3,3345,1330,0.9775784753363229,0.9796003656784642,0.9742934888499212,0.9796003656784642,0.9767320124196102,0.9974768185973618,0.9966459266411926,0.08776844871593102,0.01983059862189418,0.9538790923200628,0.9534735571239008,1954,61,14,1316,0.9928861788617886,0.969727047146402,0.9811699723826262,0.9557007988380537,0.9894736842105263,0.9722940524565941,13390,3345,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w03,image,4,3,669,266,0.9910313901345291,0.9906388178883935,0.9906388178883935,0.9906388178883935,0.9906388178883935,0.9991790891621112,0.9988913832827309,0.0806294925148167,0.014823450931642763,0.9812776357767868,0.9812776357767868,400,3,3,263,0.9925558312655087,0.9925558312655087,0.9925558312655087,0.9887218045112782,0.9887218045112782,0.9887218045112782,13390,3345,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w03,caption,4,4,3345,1330,0.9641255605381166,0.967667307225881,0.9593710484358678,0.967667307225881,0.9629123163633004,0.9906414298774231,0.9904180614618744,0.11655385476977635,0.028783840934865926,0.9270012324469308,0.9258684691672668,1915,100,20,1310,0.9896640826873385,0.9503722084367245,0.9696202531645569,0.9290780141843972,0.9849624060150376,0.9562043795620438,13390,3345,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w03,image,4,4,669,266,0.9715994020926756,0.9738707811712906,0.9678221469093052,0.9738707811712906,0.9705549185169742,0.9918282057501073,0.9925559819333433,0.10773983559010002,0.02412631859014862,0.9416735022398001,0.9411263391430411,388,15,4,262,0.9897959183673469,0.9627791563275434,0.9761006289308176,0.9458483754512635,0.9849624060150376,0.9650092081031307,13390,3345,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w05,caption,0,0,3350,1330,0.9868656716417911,0.9866690240452617,0.9859267314427749,0.9866690240452617,0.9862942929584653,0.9975221469515372,0.9974948659582187,0.08604736258008541,0.015103238735479864,0.9725954722262679,0.9725886776733478,1995,25,19,1311,0.9905660377358491,0.9876237623762376,0.9890927119484383,0.9812874251497006,0.9857142857142858,0.9834958739684921,13385,3350,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w05,image,0,0,670,266,0.9895522388059701,0.9894104072061342,0.9887872789286345,0.9894104072061342,0.989096345066968,0.9980179408918335,0.9981090129165173,0.08368536789127405,0.01320290164524396,0.978197487663184,0.9781927408330466,400,4,3,263,0.9925558312655087,0.9900990099009901,0.9913258983890955,0.9850187265917603,0.9887218045112782,0.9868667917448405,13385,3350,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w05,caption,0,1,3350,1330,0.9871641791044776,0.9867881337005882,0.9864149850055474,0.9867881337005882,0.9866006618649814,0.9987679595027172,0.998344072136925,0.08651644129190038,0.015572488239770923,0.9732030471691916,0.9732013461649368,1997,23,20,1310,0.9900842835894893,0.9886138613861386,0.9893485261332673,0.9827456864216054,0.9849624060150376,0.9838527975966954,13385,3350,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w05,image,0,1,670,266,0.9895522388059701,0.9894104072061342,0.9887872789286345,0.9894104072061342,0.989096345066968,0.999385840839723,0.9991044460532156,0.0841670005774163,0.013649150359288792,0.978197487663184,0.9781927408330466,400,4,3,263,0.9925558312655087,0.9900990099009901,0.9913258983890955,0.9850187265917603,0.9887218045112782,0.9868667917448405,13385,3350,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w05,caption,0,2,3345,1330,0.9865470852017937,0.9864055299539171,0.9855456632706273,0.9864055299539171,0.9859707133923696,0.9972816657027184,0.9967978947090508,0.09717011988877544,0.018288992909095497,0.9719508128706424,0.9719415549253033,1989,26,19,1311,0.9905378486055777,0.9870967741935484,0.9888143176733781,0.9805534779356769,0.9857142857142858,0.983127109111361,13390,3345,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w05,image,0,2,669,266,0.9880418535127056,0.9881574283102297,0.9869309934119924,0.9881574283102297,0.9875342389177707,0.9979290658407807,0.9976430180350762,0.09455018707244645,0.01627646300798742,0.9750876504367053,0.975068710113197,398,5,3,263,0.9925187032418953,0.9875930521091811,0.9900497512437811,0.9813432835820896,0.9887218045112782,0.9850187265917603,13390,3345,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w05,caption,0,3,3345,1330,0.9928251121076234,0.9934056605533685,0.9916821723067037,0.9934056605533685,0.9925242932533144,0.9986956846209818,0.9988042790367123,0.08456688150531208,0.01373144106055523,0.9850863251701434,0.9850488593888805,1996,19,5,1325,0.9975012493753124,0.9905707196029777,0.9940239043824701,0.9858630952380952,0.9962406015037594,0.9910246821241586,13390,3345,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w05,image,0,3,669,266,0.9955156950672646,0.9956389111737158,0.9950109005534127,0.9956389111737158,0.995322387050913,0.9999720144032538,0.9999580736227185,0.08105836990362014,0.011484102238836233,0.9906496126671913,0.990644795905525,401,2,1,265,0.9975124378109452,0.9950372208436724,0.9962732919254659,0.9925093632958801,0.9962406015037594,0.9943714821763602,13390,3345,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w05,caption,0,4,3345,1330,0.9898355754857997,0.9895184611653203,0.9892690753346491,0.9895184611653203,0.9893933673899533,0.9982413851004682,0.9979432798839232,0.09053795764849269,0.016123677009019167,0.9787875047293902,0.978786742693429,1997,18,16,1314,0.9920516641828118,0.9910669975186104,0.9915590863952334,0.9864864864864865,0.98796992481203,0.9872276483846731,13390,3345,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w05,image,0,4,669,266,0.9895366218236173,0.9893981230993116,0.988778020012298,0.9893981230993116,0.9890855697854637,0.9986287057594357,0.9984353292860177,0.08865500782850869,0.014407597437525855,0.9781759465581157,0.978171190446225,399,4,3,263,0.9925373134328358,0.9900744416873449,0.991304347826087,0.9850187265917603,0.9887218045112782,0.9868667917448405,13390,3345,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w05,caption,1,0,3350,1330,0.9895522388059701,0.9882546713317948,0.9899212350805484,0.9882546713317948,0.9890709526801613,0.9948965234869351,0.9952398740269224,0.08976072850121548,0.015572677664376259,0.97817448671026,0.9781422496798235,2009,11,24,1306,0.9881947860304968,0.9945544554455445,0.9913644214162349,0.9916476841305999,0.9819548872180451,0.9867774839440876,13385,3350,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w05,image,1,0,670,266,0.9895522388059701,0.988126256234646,0.9900552124886726,0.988126256234646,0.989068083231745,0.9965569865257202,0.9965989097909966,0.08638659571214967,0.013869043962551956,0.9781795667879587,0.9781366251153771,402,2,5,261,0.9877149877149877,0.995049504950495,0.9913686806411838,0.9923954372623575,0.981203007518797,0.9867674858223062,13385,3350,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w05,caption,1,1,3350,1330,0.9898507462686568,0.9896579319586094,0.9891583226244021,0.9896579319586094,0.9894065274392331,0.9989749125288468,0.9985778208776145,0.08209544080667613,0.01445125390827102,0.9788161270772094,0.9788130864068929,2001,19,15,1315,0.9925595238095238,0.9905940594059406,0.9915758176412289,0.9857571214392804,0.9887218045112782,0.9872372372372372,13385,3350,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w05,image,1,1,670,266,0.9925373134328358,0.9918856547308866,0.9925227113906359,0.9918856547308866,0.992201667213714,0.9995719496761706,0.99935960360692,0.07988695454208027,0.012489189870319155,0.9844081599869324,0.9844033707342055,402,2,3,263,0.9925925925925926,0.995049504950495,0.9938195302843016,0.9924528301886792,0.9887218045112782,0.9905838041431262,13385,3350,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w05,caption,1,2,3345,1330,0.9883408071748879,0.9877665628090077,0.9878914507864847,0.9877665628090077,0.9878289066429418,0.997999216403291,0.9976919487251873,0.09754913303056209,0.018093019648391887,0.9756580056024214,0.9756578155569425,1996,19,20,1310,0.9900793650793651,0.9905707196029777,0.990324981394195,0.9857035364936042,0.9849624060150376,0.9853328318916886,13390,3345,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w05,image,1,2,669,266,0.9910313901345291,0.9906388178883935,0.9906388178883935,0.9906388178883935,0.9906388178883935,0.9984328065822123,0.9983053361687773,0.09505597614605443,0.015789320589906487,0.9812776357767868,0.9812776357767868,400,3,3,263,0.9925558312655087,0.9925558312655087,0.9925558312655087,0.9887218045112782,0.9887218045112782,0.9887218045112782,13390,3345,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w05,caption,1,3,3345,1330,0.9916292974588938,0.9921575029384877,0.9904383745627187,0.9921575029384877,0.9912783421288667,0.9992430828933376,0.9988830768349155,0.08800945836434458,0.014964862263651896,0.9825943736252479,0.9825570026203606,1994,21,7,1323,0.9965017491254373,0.9895781637717121,0.9930278884462151,0.984375,0.9947368421052631,0.9895287958115183,13390,3345,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w05,image,1,3,669,266,0.9955156950672646,0.9962779156327544,0.9944237918215613,0.9962779156327544,0.995328266663563,0.9995802160488069,0.9993486544510234,0.0859121478703812,0.013077608685884442,0.9906999724325166,0.9906567290637642,400,3,0,266,1.0,0.9925558312655087,0.9962640099626401,0.9888475836431226,1.0,0.994392523364486,13390,3345,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w05,caption,1,4,3345,1330,0.9856502242152466,0.9866835202149293,0.9835917235058307,0.9866835202149293,0.9850707743485108,0.999210433030467,0.9988640648664509,0.08751155426697343,0.01615369540105419,0.9702703176798154,0.9701434253613527,1978,37,11,1319,0.9944695827048768,0.9816377171215881,0.988011988011988,0.9727138643067846,0.9917293233082707,0.9821295606850335,13390,3345,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w05,image,1,4,669,266,0.9850523168908819,0.9863150431911043,0.9827752259594014,0.9863150431911043,0.9844563197026023,0.9996921584357918,0.9995406242243017,0.08489777682373202,0.014074432752707207,0.9690838041450108,0.968915239431646,395,8,2,264,0.9949622166246851,0.9801488833746899,0.9875,0.9705882352941176,0.9924812030075187,0.9814126394052045,13390,3345,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w05,caption,2,0,3350,1330,0.9817910447761194,0.9836168391275217,0.9788739090869889,0.9836168391275217,0.9810809792414783,0.9984392912975508,0.9977253599826004,0.09991738677268762,0.020192841374699778,0.9624790621167606,0.9621678462794525,1969,51,10,1320,0.9949469429004548,0.9747524752475247,0.9847461865466367,0.962800875273523,0.9924812030075187,0.9774157719363199,13385,3350,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w05,image,2,0,670,266,0.9850746268656716,0.9869816868904935,0.9823140160731402,0.9869816868904935,0.9844907407407408,0.9991532047941636,0.9987120847614694,0.09689129149651562,0.017792323784110907,0.9692844642481926,0.9689860761368686,395,9,1,265,0.9974747474747475,0.9777227722772277,0.9875,0.9671532846715328,0.9962406015037594,0.9814814814814815,13385,3350,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w05,caption,2,1,3350,1330,0.9844776119402985,0.9834046750539716,0.9841572398696105,0.9834046750539716,0.9837773666140067,0.9972831832055387,0.9970422077371311,0.09302762719845203,0.017390424234966194,0.9675616222529638,0.9675548420021381,1997,23,29,1301,0.9856860809476802,0.9886138613861386,0.9871478002965892,0.9826283987915407,0.9781954887218045,0.9804069329314242,13385,3350,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w05,image,2,1,670,266,0.9850746268656716,0.9831292339760291,0.9856963777877563,0.9831292339760291,0.9843726675623228,0.9993300081887889,0.999020981901052,0.08879075588679122,0.015290863341499745,0.9688222106156129,0.9687465014740456,401,3,7,259,0.9828431372549019,0.9925742574257426,0.9876847290640394,0.9885496183206107,0.9736842105263158,0.9810606060606061,13385,3350,,,,,,,,,,,,,,,,,,,,,,,,
acousticguitar_violin,caption,w05,caption,2,2,3345,1330,0.9940209267563528,0.9940148137092111,0.9935131887064921,0.9940148137092111,0.9937623913033748,0.9987708725909065,0.9986614217947172,0.08546721693400404,0.013641218493182485,0.987527875012906,0.9875248012173109,2003,12,8,1322,0.9960218796618597,0.994044665012407,0.9950322901142573,0.9910044977511244,0.9939849624060151,0.9924924924924925,13390,3345,,,,,,,,,,,,,,,,,,,,,,,,
